int_corr,diff_age,diff_date,diff_go_out,sinc_o,attr_o,fun_o,diff_intel,diff_sinc,diff_shar,diff_amb,diff_attr,diff_fun,intel_o,match
0.14,6.0,2.0,1.0,1,1,1,10.0,5.0,15.0,5.0,20.0,5.0,1,0.0
0.27,8.0,1.0,0.0,0,0,0,3.0,13.0,3.0,9.0,30.0,8.0,0,0.0
0.33,4.0,2.0,0.0,1,0,0,5.0,15.0,15.0,15.0,40.0,10.0,0,0.0
0.38,5.0,0.0,0.0,1,0,0,5.0,0.0,0.0,15.0,20.0,0.0,0,0.0
0.15,3.0,0.0,1.0,1,0,0,15.0,15.0,10.0,15.0,30.0,25.0,0,0.0
0.41,2.0,,,1,1,1,10.0,15.0,10.0,10.0,25.0,0.0,1,0.0
0.59,1.0,1.0,0.0,1,0,0,15.0,20.0,10.0,10.0,25.0,0.0,0,0.0
0.1,2.0,2.0,1.0,0,1,0,15.0,0.0,10.0,5.0,35.0,5.0,1,0.0
0.57,5.0,2.0,0.0,0,1,0,25.0,0.0,15.0,10.0,45.0,5.0,0,0.0
0.48,1.0,0.0,1.0,1,0,0,5.0,20.0,30.0,0.0,50.0,5.0,0,0.0
0.53,2.0,5.0,0.0,1,1,0,5.0,15.0,15.0,5.0,40.0,0.0,0,0.0
0.33,2.0,3.0,1.0,1,1,0,5.0,10.0,20.0,5.0,35.0,5.0,0,0.0
0.52,2.0,2.0,1.0,1,1,1,15.0,10.0,10.0,0.0,40.0,5.0,0,1.0
0.48,2.0,2.0,2.0,1,1,1,20.0,0.0,10.0,0.0,40.0,10.0,1,1.0
0.63,5.0,2.0,1.0,1,0,1,30.0,0.0,15.0,5.0,50.0,0.0,1,0.0
0.42,1.0,0.0,0.0,1,0,0,10.0,20.0,30.0,5.0,55.0,0.0,1,0.0
0.58,2.0,5.0,1.0,1,0,0,10.0,15.0,15.0,0.0,45.0,5.0,1,0.0
0.35,2.0,3.0,2.0,1,1,0,10.0,10.0,20.0,0.0,40.0,0.0,1,0.0
0.41,2.0,2.0,0.0,1,0,0,20.0,10.0,10.0,5.0,45.0,10.0,1,1.0
0.28,3.0,3.0,0.0,1,0,0,10.0,10.0,10.0,10.0,0.0,0.0,1,0.0
0.37,6.0,3.0,1.0,1,1,0,20.0,10.0,5.0,5.0,10.0,10.0,0,0.0
0.2,0.0,5.0,2.0,1,1,0,0.0,10.0,10.0,15.0,15.0,10.0,1,0.0
0.12,3.0,0.0,1.0,1,0,0,0.0,5.0,5.0,10.0,5.0,5.0,0,0.0
0.67,1.0,2.0,0.0,1,0,0,0.0,0.0,0.0,10.0,0.0,10.0,0,0.0
0.51,3.0,3.0,2.0,0,0,0,10.0,0.0,10.0,15.0,5.0,0.0,0,0.0
0.21,1.0,2.0,2.0,0,0,0,5.0,3.0,5.0,2.0,5.0,0.0,0,0.0
0.34,2.0,2.0,1.0,1,0,1,5.0,3.0,10.0,7.0,15.0,10.0,1,0.0
0.58,4.0,0.0,0.0,0,0,0,15.0,23.0,25.0,3.0,20.0,10.0,0,0.0
0.27,1.0,5.0,1.0,0,0,0,15.0,18.0,10.0,2.0,10.0,5.0,0,0.0
0.42,5.0,3.0,2.0,0,0,0,15.0,13.0,15.0,2.0,5.0,10.0,0,0.0
0.55,1.0,2.0,0.0,0,0,0,5.0,13.0,5.0,3.0,10.0,0.0,0,1.0
0.23,3.0,0.0,1.0,1,0,0,10.0,15.0,5.0,2.0,4.0,8.0,1,0.0
0.15,6.0,0.0,0.0,1,0,0,20.0,15.0,0.0,3.0,6.0,2.0,0,0.0
0.29,0.0,2.0,1.0,0,0,0,0.0,5.0,15.0,7.0,11.0,2.0,0,0.0
0.09,3.0,3.0,0.0,1,0,0,0.0,0.0,0.0,2.0,1.0,3.0,0,0.0
0.15,1.0,1.0,1.0,0,0,0,0.0,5.0,5.0,2.0,4.0,2.0,1,0.0
0.42,3.0,0.0,1.0,0,0,0,10.0,5.0,5.0,7.0,1.0,8.0,0,0.0
0.19,1.0,2.0,0.0,1,0,0,13.0,6.0,6.0,7.0,3.0,3.0,0,0.0
0.09,2.0,2.0,1.0,1,1,1,23.0,6.0,1.0,2.0,7.0,7.0,1,1.0
0.3,4.0,4.0,2.0,1,0,0,3.0,14.0,14.0,12.0,12.0,7.0,0,0.0
0.15,1.0,1.0,1.0,1,1,0,3.0,9.0,1.0,7.0,2.0,2.0,0,0.0
0.55,5.0,1.0,0.0,1,0,0,3.0,4.0,4.0,7.0,3.0,7.0,1,0.0
0.13,1.0,2.0,2.0,1,0,0,13.0,4.0,6.0,12.0,2.0,3.0,1,1.0
0.19,5.0,0.0,2.0,1,1,0,0.0,10.0,5.0,5.0,10.0,10.0,1,1.0
0.51,8.0,0.0,1.0,1,0,0,10.0,10.0,10.0,10.0,20.0,0.0,1,0.0
0.33,2.0,2.0,0.0,0,0,0,10.0,10.0,25.0,0.0,25.0,0.0,0,0.0
0.23,5.0,3.0,1.0,1,0,0,10.0,5.0,10.0,5.0,15.0,5.0,0,0.0
0.58,1.0,1.0,2.0,1,0,0,10.0,0.0,15.0,5.0,10.0,0.0,0,0.0
0.34,5.0,0.0,0.0,0,1,1,0.0,0.0,5.0,0.0,15.0,10.0,0,1.0
0.13,1.0,0.0,1.0,1,0,1,10.0,15.0,5.0,0.0,10.0,10.0,1,0.0
0.72,4.0,0.0,0.0,1,1,1,20.0,15.0,10.0,5.0,20.0,0.0,1,1.0
0.4,2.0,2.0,1.0,1,0,0,0.0,5.0,25.0,5.0,25.0,0.0,0,1.0
0.44,1.0,3.0,0.0,1,1,0,0.0,0.0,10.0,0.0,15.0,5.0,1,0.0
0.71,3.0,1.0,1.0,1,0,0,0.0,5.0,15.0,0.0,10.0,0.0,0,1.0
0.47,1.0,0.0,1.0,1,0,1,10.0,5.0,5.0,5.0,15.0,10.0,0,1.0
0.1,2.0,2.0,1.0,1,0,0,15.0,0.0,10.0,5.0,35.0,5.0,1,0.0
0.48,2.0,2.0,2.0,0,1,0,20.0,0.0,10.0,0.0,40.0,10.0,0,1.0
0.28,3.0,3.0,0.0,0,0,0,10.0,10.0,10.0,10.0,0.0,0.0,1,0.0
0.21,1.0,2.0,2.0,0,0,0,5.0,3.0,5.0,2.0,5.0,0.0,0,0.0
0.23,3.0,0.0,1.0,1,1,0,10.0,15.0,5.0,2.0,4.0,8.0,1,0.0
0.19,1.0,2.0,0.0,0,1,0,13.0,6.0,6.0,7.0,3.0,3.0,0,0.0
0.19,5.0,0.0,2.0,1,1,0,0.0,10.0,5.0,5.0,10.0,10.0,0,1.0
0.13,1.0,0.0,1.0,1,1,0,10.0,15.0,5.0,0.0,10.0,10.0,1,0.0
0.57,5.0,2.0,0.0,1,1,1,25.0,0.0,15.0,10.0,45.0,5.0,1,0.0
0.63,5.0,2.0,1.0,1,1,0,30.0,0.0,15.0,5.0,50.0,0.0,0,0.0
0.37,6.0,3.0,1.0,0,0,0,20.0,10.0,5.0,5.0,10.0,10.0,1,0.0
0.34,2.0,2.0,1.0,1,1,1,5.0,3.0,10.0,7.0,15.0,10.0,1,0.0
0.15,6.0,0.0,0.0,1,1,0,20.0,15.0,0.0,3.0,6.0,2.0,1,0.0
0.09,2.0,2.0,1.0,1,1,1,23.0,6.0,1.0,2.0,7.0,7.0,0,1.0
0.51,8.0,0.0,1.0,1,1,0,10.0,10.0,10.0,10.0,20.0,0.0,0,0.0
0.72,4.0,0.0,0.0,1,1,1,20.0,15.0,10.0,5.0,20.0,0.0,1,1.0
0.48,1.0,0.0,1.0,0,0,0,5.0,20.0,30.0,0.0,50.0,5.0,0,0.0
0.42,1.0,0.0,0.0,1,0,0,10.0,20.0,30.0,5.0,55.0,0.0,1,0.0
0.2,0.0,5.0,2.0,1,0,1,0.0,10.0,10.0,15.0,15.0,10.0,1,0.0
0.58,4.0,0.0,0.0,1,0,0,15.0,23.0,25.0,3.0,20.0,10.0,0,0.0
0.29,0.0,2.0,1.0,1,1,0,0.0,5.0,15.0,7.0,11.0,2.0,1,0.0
0.3,4.0,4.0,2.0,1,0,0,3.0,14.0,14.0,12.0,12.0,7.0,1,0.0
0.33,2.0,2.0,0.0,1,1,0,10.0,10.0,25.0,0.0,25.0,0.0,1,0.0
0.4,2.0,2.0,1.0,1,1,0,0.0,5.0,25.0,5.0,25.0,0.0,1,1.0
0.53,2.0,5.0,0.0,1,1,1,5.0,15.0,15.0,5.0,40.0,0.0,1,0.0
0.58,2.0,5.0,1.0,1,1,0,10.0,15.0,15.0,0.0,45.0,5.0,0,0.0
0.12,3.0,0.0,1.0,1,0,0,0.0,5.0,5.0,10.0,5.0,5.0,1,0.0
0.27,1.0,5.0,1.0,1,0,0,15.0,18.0,10.0,2.0,10.0,5.0,0,0.0
0.09,3.0,3.0,0.0,1,1,1,0.0,0.0,0.0,2.0,1.0,3.0,1,0.0
0.15,1.0,1.0,1.0,1,1,1,3.0,9.0,1.0,7.0,2.0,2.0,1,0.0
0.23,5.0,3.0,1.0,1,1,0,10.0,5.0,10.0,5.0,15.0,5.0,1,0.0
0.44,1.0,3.0,0.0,1,1,1,0.0,0.0,10.0,0.0,15.0,5.0,1,0.0
0.33,2.0,3.0,1.0,1,0,0,5.0,10.0,20.0,5.0,35.0,5.0,1,0.0
0.35,2.0,3.0,2.0,1,0,0,10.0,10.0,20.0,0.0,40.0,0.0,0,0.0
0.67,1.0,2.0,0.0,1,0,0,0.0,0.0,0.0,10.0,0.0,10.0,1,0.0
0.42,5.0,3.0,2.0,1,0,0,15.0,13.0,15.0,2.0,5.0,10.0,0,0.0
0.15,1.0,1.0,1.0,1,0,0,0.0,5.0,5.0,2.0,4.0,2.0,1,0.0
0.55,5.0,1.0,0.0,1,0,0,3.0,4.0,4.0,7.0,3.0,7.0,1,0.0
0.58,1.0,1.0,2.0,1,0,0,10.0,0.0,15.0,5.0,10.0,0.0,0,0.0
0.71,3.0,1.0,1.0,1,1,1,0.0,5.0,15.0,0.0,10.0,0.0,1,1.0
0.52,2.0,2.0,1.0,1,1,1,15.0,10.0,10.0,0.0,40.0,5.0,1,1.0
0.41,2.0,2.0,0.0,1,1,0,20.0,10.0,10.0,5.0,45.0,10.0,1,1.0
0.51,3.0,3.0,2.0,1,0,0,10.0,0.0,10.0,15.0,5.0,0.0,1,0.0
0.55,1.0,2.0,0.0,0,1,1,5.0,13.0,5.0,3.0,10.0,0.0,0,1.0
0.42,3.0,0.0,1.0,1,0,1,10.0,5.0,5.0,7.0,1.0,8.0,1,0.0
0.13,1.0,2.0,2.0,1,1,1,13.0,4.0,6.0,12.0,2.0,3.0,0,1.0
0.34,5.0,0.0,0.0,1,0,0,0.0,0.0,5.0,0.0,15.0,10.0,0,1.0
0.47,1.0,0.0,1.0,1,1,1,10.0,5.0,5.0,5.0,15.0,10.0,1,1.0
0.64,6.0,3.0,0.0,1,0,0,22.0,2.0,6.0,5.0,5.0,8.0,0,0.0
0.7,2.0,0.0,0.0,1,0,0,20.0,0.0,10.0,0.0,10.0,0.0,0,0.0
0.53,7.0,0.0,0.0,0,0,0,24.0,1.0,7.0,5.0,8.0,5.0,1,0.0
0.68,9.0,3.0,1.0,0,0,0,15.0,0.0,0.0,2.0,2.0,15.0,0,0.0
0.62,5.0,0.0,1.0,0,0,0,25.0,0.0,0.0,0.0,5.0,20.0,0,0.0
0.37,3.0,0.0,1.0,1,0,0,5.0,20.0,0.0,0.0,25.0,0.0,0,0.0
0.64,1.0,0.0,1.0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0,1.0
0.3,10.0,1.0,1.0,0,0,0,20.0,10.0,0.0,10.0,10.0,10.0,1,0.0
0.27,7.0,0.0,0.0,0,0,0,25.0,3.0,6.0,5.0,12.0,5.0,0,0.0
0.48,6.0,3.0,0.0,0,1,0,15.0,5.0,0.0,5.0,10.0,5.0,1,0.0
0.55,5.0,3.0,0.0,0,0,0,10.0,10.0,10.0,5.0,5.0,0.0,0,0.0
0.62,6.0,1.0,1.0,1,0,0,20.0,0.0,5.0,0.0,15.0,10.0,1,0.0
0.49,8.0,1.0,1.0,0,0,0,20.0,0.0,10.0,10.0,10.0,10.0,0,0.0
0.17,4.0,2.0,0.0,0,0,0,30.0,0.0,0.0,5.0,15.0,10.0,0,0.0
0.39,3.0,3.0,1.0,0,0,1,15.0,5.0,5.0,0.0,15.0,0.0,0,0.0
0.51,7.0,0.0,1.0,0,0,0,20.0,10.0,0.0,5.0,10.0,25.0,0,0.0
0.16,2.0,3.0,2.0,0,0,0,20.0,0.0,0.0,5.0,10.0,5.0,0,0.0
0.53,7.0,3.0,0.0,0,0,0,20.0,5.0,10.0,5.0,5.0,5.0,0,0.0
0.56,4.0,6.0,1.0,1,0,0,17.0,17.0,15.0,14.0,80.0,17.0,1,1.0
0.61,4.0,3.0,1.0,1,1,0,19.0,19.0,19.0,9.0,75.0,9.0,1,0.0
0.26,5.0,3.0,1.0,0,0,0,15.0,18.0,16.0,14.0,77.0,14.0,0,0.0
0.51,7.0,6.0,0.0,1,1,0,24.0,19.0,9.0,11.0,87.0,24.0,0,1.0
0.34,3.0,3.0,2.0,0,0,0,14.0,19.0,9.0,9.0,80.0,29.0,0,0.0
0.07,1.0,3.0,0.0,0,0,0,34.0,1.0,9.0,9.0,60.0,9.0,0,0.0
0.03,1.0,3.0,2.0,1,0,0,19.0,19.0,29.0,9.0,85.0,9.0,1,1.0
0.01,8.0,2.0,0.0,1,1,0,19.0,29.0,9.0,1.0,75.0,19.0,1,0.0
0.45,5.0,3.0,1.0,1,0,0,14.0,16.0,15.0,14.0,73.0,14.0,0,0.0
0.28,4.0,6.0,1.0,1,1,1,24.0,14.0,9.0,14.0,75.0,14.0,1,1.0
0.57,3.0,6.0,1.0,0,1,0,29.0,9.0,19.0,14.0,80.0,9.0,0,0.0
0.49,4.0,4.0,2.0,1,1,0,19.0,19.0,4.0,9.0,70.0,19.0,1,1.0
0.32,6.0,4.0,2.0,1,1,0,19.0,19.0,1.0,19.0,75.0,19.0,1,1.0
0.14,2.0,5.0,1.0,0,0,0,9.0,19.0,9.0,14.0,70.0,19.0,0,0.0
0.03,1.0,6.0,2.0,1,1,0,24.0,24.0,4.0,9.0,70.0,9.0,1,1.0
0.32,5.0,3.0,0.0,1,1,0,19.0,9.0,9.0,4.0,75.0,34.0,0,1.0
0.15,4.0,6.0,3.0,0,0,0,19.0,19.0,9.0,14.0,75.0,14.0,0,0.0
0.21,9.0,6.0,1.0,0,0,0,19.0,14.0,19.0,14.0,80.0,14.0,1,0.0
0.14,1.0,,0.0,1,1,0,12.0,8.0,1.0,10.0,5.0,12.0,1,0.0
0.07,7.0,,0.0,1,1,1,10.0,10.0,5.0,5.0,10.0,20.0,1,0.0
0.18,2.0,,0.0,1,1,0,14.0,9.0,2.0,10.0,8.0,15.0,1,0.0
0.01,4.0,,1.0,1,1,0,5.0,10.0,5.0,7.0,2.0,5.0,1,0.0
0.17,0.0,,1.0,1,0,1,15.0,10.0,5.0,5.0,5.0,0.0,1,0.0
0.4,2.0,,1.0,0,0,0,5.0,10.0,5.0,5.0,25.0,20.0,0,0.0
0.17,4.0,,1.0,1,0,1,10.0,10.0,15.0,5.0,0.0,20.0,1,0.0
0.36,5.0,,1.0,1,1,0,10.0,20.0,5.0,5.0,10.0,10.0,1,1.0
0.54,2.0,,0.0,1,0,0,15.0,7.0,1.0,10.0,12.0,15.0,1,0.0
0.3,1.0,,0.0,1,1,1,5.0,5.0,5.0,10.0,10.0,15.0,1,0.0
0.26,0.0,,0.0,1,1,0,0.0,0.0,5.0,10.0,5.0,20.0,1,0.0
0.14,1.0,,1.0,1,1,1,10.0,10.0,10.0,5.0,15.0,10.0,1,0.0
0.08,3.0,,1.0,1,1,1,10.0,10.0,15.0,15.0,10.0,10.0,1,0.0
0.36,1.0,,0.0,1,1,1,20.0,10.0,5.0,10.0,15.0,10.0,1,0.0
0.35,2.0,,1.0,1,0,0,5.0,15.0,10.0,5.0,15.0,20.0,1,0.0
0.08,2.0,,1.0,1,1,0,10.0,0.0,5.0,0.0,10.0,5.0,0,0.0
0.62,7.0,,2.0,1,1,0,10.0,10.0,5.0,10.0,10.0,15.0,0,0.0
0.2,12.0,,0.0,1,0,0,10.0,5.0,5.0,10.0,5.0,15.0,1,0.0
0.05,2.0,2.0,0.0,1,0,0,13.0,13.0,11.0,10.0,60.0,13.0,1,0.0
0.31,6.0,1.0,0.0,1,0,0,15.0,15.0,15.0,5.0,55.0,5.0,0,0.0
0.34,3.0,1.0,0.0,1,0,1,11.0,14.0,12.0,10.0,57.0,10.0,1,0.0
0.0,5.0,2.0,1.0,1,1,0,20.0,15.0,5.0,7.0,67.0,20.0,1,0.0
0.27,1.0,1.0,1.0,0,0,0,10.0,15.0,5.0,5.0,60.0,25.0,0,0.0
0.24,1.0,1.0,1.0,0,0,0,30.0,5.0,5.0,5.0,40.0,5.0,0,0.0
0.19,3.0,1.0,1.0,1,0,0,15.0,15.0,25.0,5.0,65.0,5.0,1,0.0
0.04,6.0,2.0,1.0,1,0,0,15.0,25.0,5.0,5.0,55.0,15.0,1,0.0
0.08,3.0,1.0,0.0,1,0,0,10.0,12.0,11.0,10.0,53.0,10.0,1,0.0
0.09,2.0,2.0,0.0,1,1,1,20.0,10.0,5.0,10.0,55.0,10.0,1,1.0
0.15,1.0,2.0,0.0,1,1,1,25.0,5.0,15.0,10.0,60.0,5.0,1,1.0
0.4,2.0,0.0,1.0,1,0,0,15.0,15.0,0.0,5.0,50.0,15.0,0,0.0
0.14,4.0,0.0,1.0,1,1,1,15.0,15.0,5.0,15.0,55.0,15.0,1,1.0
0.33,0.0,1.0,0.0,1,1,0,5.0,15.0,5.0,10.0,50.0,15.0,1,1.0
0.19,1.0,2.0,1.0,1,0,1,20.0,20.0,0.0,5.0,50.0,5.0,1,0.0
0.05,3.0,1.0,1.0,1,0,0,15.0,5.0,5.0,0.0,55.0,30.0,0,0.0
0.23,6.0,2.0,2.0,0,0,0,15.0,15.0,5.0,10.0,55.0,10.0,0,0.0
0.03,11.0,2.0,0.0,1,0,0,15.0,10.0,15.0,10.0,60.0,10.0,1,0.0
0.27,9.0,3.0,1.0,1,1,1,3.0,3.0,16.0,5.0,20.0,7.0,1,0.0
0.46,1.0,0.0,1.0,1,1,0,5.0,5.0,20.0,0.0,15.0,15.0,1,0.0
0.4,10.0,0.0,1.0,1,1,1,1.0,4.0,17.0,5.0,17.0,10.0,0,0.0
0.36,12.0,3.0,0.0,1,1,1,10.0,5.0,10.0,2.0,27.0,0.0,1,0.0
0.46,8.0,0.0,2.0,1,0,1,0.0,5.0,10.0,0.0,20.0,5.0,1,0.0
0.11,6.0,0.0,0.0,1,1,0,20.0,15.0,10.0,0.0,0.0,15.0,0,0.0
0.39,4.0,0.0,2.0,1,1,1,5.0,5.0,30.0,0.0,25.0,15.0,1,0.0
0.59,13.0,1.0,0.0,1,0,1,5.0,15.0,10.0,10.0,15.0,5.0,1,0.0
0.35,10.0,0.0,1.0,1,0,1,0.0,2.0,16.0,5.0,13.0,10.0,1,0.0
0.26,9.0,3.0,1.0,1,1,1,10.0,0.0,10.0,5.0,15.0,10.0,1,1.0
0.21,8.0,3.0,1.0,1,1,1,15.0,5.0,20.0,5.0,20.0,15.0,1,0.0
0.44,9.0,1.0,2.0,1,1,1,5.0,5.0,5.0,0.0,10.0,5.0,1,0.0
0.26,11.0,1.0,2.0,1,1,1,5.0,5.0,0.0,10.0,15.0,5.0,1,0.0
0.29,7.0,2.0,1.0,0,0,1,5.0,5.0,10.0,5.0,10.0,5.0,0,0.0
0.37,6.0,3.0,2.0,1,0,0,10.0,10.0,5.0,0.0,10.0,15.0,0,0.0
0.41,10.0,0.0,0.0,1,0,0,5.0,5.0,10.0,5.0,15.0,10.0,1,0.0
0.51,1.0,3.0,3.0,0,1,0,5.0,5.0,10.0,5.0,15.0,10.0,0,0.0
0.24,4.0,3.0,1.0,1,1,1,5.0,0.0,20.0,5.0,20.0,10.0,1,0.0
0.41,2.0,2.0,1.0,1,1,1,2.0,2.0,6.0,5.0,5.0,2.0,1,0.0
0.41,6.0,1.0,1.0,1,1,1,0.0,0.0,10.0,0.0,0.0,10.0,1,0.0
0.22,3.0,1.0,1.0,1,1,0,4.0,1.0,7.0,5.0,2.0,5.0,1,0.0
0.5,5.0,2.0,0.0,1,1,0,5.0,0.0,0.0,2.0,12.0,5.0,0,0.0
0.26,1.0,1.0,2.0,1,1,1,5.0,0.0,0.0,0.0,5.0,10.0,1,0.0
0.08,1.0,1.0,0.0,1,1,1,15.0,20.0,0.0,0.0,15.0,10.0,1,1.0
0.03,3.0,1.0,2.0,0,1,0,0.0,0.0,20.0,0.0,10.0,10.0,1,0.0
0.12,6.0,2.0,0.0,1,1,1,0.0,10.0,0.0,10.0,0.0,0.0,1,1.0
0.21,3.0,1.0,1.0,1,0,0,5.0,3.0,6.0,5.0,2.0,5.0,1,0.0
0.58,2.0,2.0,1.0,1,1,0,5.0,5.0,0.0,5.0,0.0,5.0,0,0.0
0.62,1.0,2.0,1.0,1,1,0,10.0,10.0,10.0,5.0,5.0,10.0,1,0.0
0.35,2.0,0.0,2.0,1,1,1,0.0,0.0,5.0,0.0,5.0,0.0,1,1.0
0.5,4.0,0.0,2.0,1,1,1,0.0,0.0,10.0,10.0,0.0,0.0,1,0.0
0.2,0.0,1.0,1.0,0,0,0,10.0,0.0,0.0,5.0,5.0,0.0,0,0.0
0.19,1.0,2.0,2.0,1,0,0,5.0,5.0,5.0,0.0,5.0,10.0,0,0.0
0.28,3.0,1.0,0.0,1,0,1,0.0,10.0,0.0,5.0,0.0,15.0,1,0.0
0.26,6.0,2.0,3.0,0,0,0,0.0,0.0,0.0,5.0,0.0,5.0,0,0.0
0.25,11.0,2.0,1.0,0,1,0,0.0,5.0,10.0,5.0,5.0,5.0,1,0.0
0.01,2.0,1.0,1.0,1,1,0,2.0,3.0,1.0,5.0,5.0,2.0,1,0.0
0.44,10.0,2.0,1.0,1,1,1,0.0,5.0,5.0,0.0,0.0,10.0,0,0.0
0.35,1.0,2.0,1.0,1,0,0,4.0,4.0,2.0,5.0,2.0,5.0,1,0.0
0.36,1.0,1.0,2.0,1,1,0,5.0,5.0,5.0,2.0,12.0,5.0,0,0.0
0.43,3.0,2.0,0.0,1,1,1,5.0,5.0,5.0,0.0,5.0,10.0,1,0.0
0.55,5.0,2.0,2.0,0,1,0,15.0,15.0,5.0,0.0,15.0,10.0,0,0.0
0.41,7.0,2.0,0.0,1,1,0,0.0,5.0,15.0,0.0,10.0,10.0,1,0.0
0.44,2.0,3.0,2.0,1,1,1,0.0,15.0,5.0,10.0,0.0,0.0,0,1.0
0.04,1.0,2.0,1.0,0,0,0,5.0,2.0,1.0,5.0,2.0,5.0,0,0.0
0.06,2.0,1.0,1.0,1,1,1,5.0,0.0,5.0,5.0,0.0,5.0,1,0.0
0.07,3.0,1.0,1.0,1,1,0,10.0,5.0,5.0,5.0,5.0,10.0,0,0.0
0.47,2.0,1.0,0.0,1,1,1,0.0,5.0,10.0,0.0,5.0,0.0,1,1.0
0.06,0.0,1.0,0.0,1,1,0,0.0,5.0,15.0,10.0,0.0,0.0,1,1.0
0.08,4.0,0.0,1.0,0,0,0,10.0,5.0,5.0,5.0,5.0,0.0,0,0.0
0.3,5.0,1.0,0.0,1,0,1,5.0,10.0,10.0,0.0,5.0,10.0,1,0.0
0.36,1.0,2.0,2.0,1,1,1,0.0,5.0,5.0,5.0,0.0,15.0,1,1.0
0.08,10.0,1.0,1.0,1,1,1,0.0,5.0,5.0,5.0,0.0,5.0,1,1.0
0.19,15.0,1.0,1.0,1,1,0,0.0,0.0,5.0,5.0,5.0,5.0,1,0.0
0.28,1.0,0.0,1.0,1,1,1,2.0,8.0,4.0,5.0,5.0,2.0,1,1.0
0.19,9.0,3.0,1.0,1,1,1,0.0,10.0,0.0,0.0,0.0,10.0,0,0.0
0.15,0.0,3.0,1.0,1,1,0,4.0,9.0,3.0,5.0,2.0,5.0,1,0.0
0.25,2.0,0.0,0.0,1,1,0,5.0,10.0,10.0,2.0,12.0,5.0,1,0.0
0.29,2.0,3.0,2.0,0,0,0,5.0,10.0,10.0,0.0,5.0,10.0,0,0.0
0.09,4.0,3.0,0.0,0,0,0,15.0,10.0,10.0,0.0,15.0,10.0,0,0.0
0.25,6.0,3.0,2.0,1,0,0,0.0,10.0,10.0,0.0,10.0,10.0,1,0.0
0.32,3.0,4.0,0.0,1,1,1,0.0,20.0,10.0,10.0,0.0,0.0,1,1.0
0.14,0.0,3.0,1.0,0,0,0,5.0,7.0,4.0,5.0,2.0,5.0,0,0.0
0.01,1.0,0.0,1.0,1,1,1,5.0,5.0,10.0,5.0,0.0,5.0,1,1.0
0.01,2.0,0.0,1.0,0,1,0,10.0,0.0,0.0,5.0,5.0,10.0,0,0.0
0.26,1.0,2.0,2.0,1,1,1,0.0,10.0,15.0,0.0,5.0,0.0,1,1.0
0.34,1.0,2.0,2.0,0,0,0,0.0,10.0,20.0,10.0,0.0,0.0,0,0.0
0.43,3.0,1.0,1.0,0,1,0,10.0,10.0,10.0,5.0,5.0,0.0,0,0.0
0.43,4.0,0.0,2.0,0,1,1,5.0,15.0,15.0,0.0,5.0,10.0,0,1.0
0.26,0.0,3.0,0.0,1,1,0,0.0,0.0,10.0,5.0,0.0,15.0,0,0.0
0.29,9.0,0.0,3.0,0,0,0,0.0,10.0,10.0,5.0,0.0,5.0,0,0.0
0.45,14.0,0.0,1.0,1,1,1,0.0,5.0,0.0,5.0,5.0,5.0,1,0.0
0.43,1.0,3.0,0.0,1,0,0,3.0,3.0,6.0,0.0,15.0,3.0,1,0.0
0.54,9.0,0.0,0.0,1,0,0,5.0,5.0,10.0,5.0,10.0,5.0,1,0.0
0.78,0.0,0.0,0.0,1,0,0,1.0,4.0,7.0,0.0,12.0,0.0,1,0.0
0.66,2.0,3.0,1.0,1,1,1,10.0,5.0,0.0,3.0,22.0,10.0,1,0.0
0.75,2.0,0.0,1.0,1,0,0,0.0,5.0,0.0,5.0,15.0,15.0,0,0.0
0.34,4.0,0.0,1.0,1,0,0,20.0,15.0,0.0,5.0,5.0,5.0,1,0.0
0.74,6.0,0.0,1.0,1,1,0,5.0,5.0,20.0,5.0,20.0,5.0,1,0.0
0.7,3.0,1.0,1.0,1,1,0,5.0,15.0,0.0,15.0,10.0,5.0,0,0.0
0.4,0.0,0.0,0.0,1,0,0,0.0,2.0,6.0,0.0,8.0,0.0,1,0.0
0.24,1.0,3.0,0.0,1,1,1,10.0,0.0,0.0,0.0,10.0,0.0,1,1.0
0.3,2.0,3.0,0.0,1,1,0,15.0,5.0,10.0,0.0,15.0,5.0,1,0.0
0.68,1.0,1.0,1.0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0
0.44,1.0,1.0,1.0,1,1,0,5.0,5.0,10.0,5.0,10.0,5.0,1,1.0
0.51,3.0,2.0,0.0,0,0,0,5.0,5.0,0.0,0.0,5.0,5.0,0,0.0
0.64,4.0,3.0,1.0,1,1,1,10.0,10.0,5.0,5.0,5.0,5.0,1,0.0
0.6,0.0,0.0,1.0,1,1,1,5.0,5.0,0.0,10.0,10.0,20.0,1,0.0
0.39,9.0,3.0,2.0,1,0,0,5.0,5.0,0.0,0.0,10.0,0.0,0,0.0
0.72,14.0,3.0,0.0,1,1,0,5.0,0.0,10.0,0.0,15.0,0.0,1,0.0
0.59,2.0,1.0,0.0,1,0,0,2.0,2.0,16.0,5.0,5.0,2.0,1,0.0
0.42,6.0,2.0,0.0,1,1,1,0.0,0.0,20.0,10.0,0.0,10.0,0,1.0
0.39,3.0,2.0,0.0,1,0,1,4.0,1.0,17.0,5.0,2.0,5.0,1,0.0
